0	1092
3	1491
6	346
8	117
9	1282
10	782
12	635
15	968
16	867
17	862
18	70
18	786
19	948
21	1491
23	446
24	53
26	1315
26	1491
29	941
31	606
34	422
35	1118
36	592
37	1566
38	1260
42	53
43	65
48	1275
50	201
51	1547
54	1176
55	174
55	1513
56	1143
57	1283
58	441
60	1534
63	140
64	0
65	433
66	1196
67	180
69	144
74	897
74	1266
75	570
77	661
78	1359
79	1490
80	901
81	1374
82	1267
83	670
84	1386
85	1009
86	761
88	511
90	94
91	1278
92	501
92	622
93	1546
95	739
96	611
98	982
100	1387
101	1123
101	1410
103	112
108	1428
109	415
111	733
112	1018
113	855
114	90
114	843
116	86
117	426
118	1428
120	2
121	739
123	437
125	362
126	805
127	1411
128	259
