1	1296
2	1184
5	811
6	235
7	1295
8	159
9	106
10	1020
12	273
13	835
15	1261
15	1396
17	1056
18	144
19	447
20	444
21	745
25	270
29	1067
30	305
31	696
32	71
37	1156
38	1116
39	1356
40	165
46	362
48	358
49	565
50	346
52	838
52	1195
56	1127
57	1363
58	1364
59	476
60	1016
61	103
62	1272
63	248
66	862
67	235
68	186
69	415
69	590
70	1320
71	1245
72	1239
73	498
74	344
75	401
76	127
77	481
78	1248
79	6
81	819
84	883
85	1214
88	749
90	818
91	147
92	764
95	629
96	1342
97	277
101	304
103	1116
104	297
108	1243
109	228
111	69
113	911
115	871
116	315
117	1351
118	1304
119	591
120	1167
123	44
124	1018
125	1359
126	209
127	914
129	331
