4301	29695
1164	27994
1683	23727
5406	27824
2812	47863
668	24621
1918	9358
1216	33988
6592	38375
4669	41083
6425	31102
1683	23781
537	1878
1406	48287
2666	35475
4823	20588
5712	35057
6764	51438
2479	33786
5001	3099
6234	13713
2749	17161
6458	18807
1151	53282
3093	22994
642	24635
205	41179
3944	18970
598	43689
3358	39320
836	23706
3324	7403
6047	4667
4384	23361
3887	16397
4610	26152
3354	17660
1777	20232
1736	10938
110	53087
1735	10926
6724	17069
5542	10251
251	52967
3864	8306
2901	21458
582	378
3104	22995
5518	9828
1193	28008
3507	23084
2375	3581
3870	23901
4326	23361
249	53087
498	29283
3421	34320
1069	11277
4587	26140
3354	17643
5761	21517
1636	27530
3926	16397
5143	43647
2834	53255
3503	54798
2913	21458
5227	27254
2456	24297
3878	23925
5885	19151
1946	23456
4547	26140
5077	40465
3870	23889
2742	17181
1514	49668
4413	42103
