4301	29695
1683	23727
5406	27824
668	24621
1683	23781
537	1878
4823	20588
5001	3099
6234	13713
2749	17161
6458	18807
3093	22994
642	24635
3944	18970
3358	39320
836	23706
6047	4667
4384	23361
3887	16397
4610	26152
3354	17660
1777	20232
1736	10938
1735	10926
6724	17069
5542	10251
251	52967
2901	21458
3104	22995
5518	9828
3507	23084
3870	23901
4326	23361
498	29283
1069	11277
4587	26140
3354	17643
5761	21517
1636	27530
3926	16397
2913	21458
5227	27254
2456	24297
3878	23925
5885	19151
1946	23456
4547	26140
3870	23889
2742	17181
