0	651
1	298
3	620
3	639
3	1196
5	299
6	386
6	510
6	639
8	862
10	376
11	219
12	501
13	501
15	501
16	501
17	501
18	501
19	603
20	278
21	1053
23	1053
24	83
25	83
26	83
27	83
29	393
31	1053
33	150
34	150
35	900
36	150
38	150
49	636
50	806
51	806
52	575
53	806
55	1243
56	294
57	371
58	371
59	481
60	371
61	371
62	783
63	371
64	153
66	350
67	931
67	932
68	931
101	307
109	1
110	155
111	346
112	931
112	932
114	371
115	371
116	779
117	371
118	371
119	371
120	147
120	931
120	932
121	147
122	932
125	783
126	1051
128	782
128	931
128	932
129	782
129	932
130	931
131	147
131	931
131	932
132	932
133	782
135	782
137	195
138	195
138	196
139	195
139	196
140	195
140	196
140	1060
143	195
144	1059
145	196
145	1058
146	196
147	1060
148	1060
150	1058
153	196
154	1060
155	195
156	1058
156	1059
156	1060
157	1057
158	1196
159	195
160	195
161	1075
162	931
164	782
164	783
164	931
165	1058
165	1060
166	1058
167	983
168	1042
170	867
171	1254
172	516
173	785
173	786
174	178
175	443
176	476
180	411
181	468
181	1135
182	1219
184	294
186	874
189	142
191	1086
192	259
194	198
195	204
196	204
197	204
198	204
199	204
200	204
201	204
202	204
204	480
206	178
207	178
208	178
209	178
210	178
211	178
212	178
213	178
220	892
221	613
236	891
237	891
238	787
239	787
241	786
241	787
242	785
244	891
245	787
247	443
248	543
252	443
253	443
257	543
260	557
261	543
261	557
262	557
263	443
264	543
267	891
268	787
270	787
270	891
271	785
272	891
273	786
275	785
276	786
277	787
277	891
282	1135
283	1135
284	1219
287	254
289	270
292	640
293	1135
293	1219
293	1221
294	1219
295	1219
296	561
297	461
298	1219
299	1221
301	1219
301	1221
305	775
306	83
307	83
308	445
316	891
318	891
319	891
320	891
321	891
322	891
323	891
324	891
325	891
330	516
330	828
331	516
332	516
334	516
334	828
336	516
338	828
339	516
340	516
342	635
343	590
344	354
344	395
